time,rms,region,temps,mesures,x,y
6.06,1,Intro,3,5,-0.26589,0.258502
6.08,1,Intro,3,5,-0.26589,0.258502
6.10,1,Intro,3,5,-0.268256,0.308603
6.12,1,Intro,3,5,-0.266287,0.32447
6.14,1,Intro,3,5,-0.266287,0.32447
6.16,1,Intro,3,5,-0.269288,0.335154
6.18,1,Intro,3,5,-0.265013,0.350264
6.20,1,Intro,3,5,-0.265013,0.350264
6.22,1,Intro,3,5,-0.265782,0.359457
6.24,1,Intro,3,5,-0.26342,0.367987
6.26,1,Intro,3,5,-0.26342,0.367987
6.28,1,Intro,3,5,-0.256384,0.371634
6.30,1,Intro,3,5,-0.249091,0.37788
6.32,1,Intro,4,5,-0.249091,0.37788
6.34,1,Intro,4,5,-0.23926,0.379005
6.36,1,Intro,4,5,-0.24159,0.389057
6.38,1,Intro,4,5,-0.24159,0.389057
6.40,1,Intro,4,5,-0.233495,0.391312
6.42,1,Intro,4,5,-0.218901,0.394772
6.44,1,Intro,4,5,-0.218901,0.394772
6.46,1,Intro,4,5,-0.185757,0.403462
6.48,1,Intro,4,5,-0.147499,0.411594
6.50,1,Intro,4,5,-0.147499,0.411594
6.52,1,Intro,4,5,-0.128249,0.415803
6.54,1,Intro,4,5,-0.104335,0.417078
6.56,1,Intro,4,5,-0.104335,0.417078
6.58,1,Intro,4,5,-0.07163,0.417758
6.60,1,Intro,4,5,-0.026069,0.417884
6.62,1,Intro,4,5,-0.026069,0.417884
6.64,1,Intro,4,5,0.008381,0.413714
6.66,1,Intro,1,6,0.022605,0.41016
6.68,1,Intro,1,6,0.022605,0.41016
6.70,1,Intro,1,6,0.054054,0.402739
6.72,1,Intro,1,6,0.134766,0.399238
6.74,1,Intro,1,6,0.134766,0.399238
6.76,1,Intro,1,6,0.145374,0.400826
6.78,1,Intro,1,6,0.158434,0.402406
6.80,1,Intro,1,6,0.158434,0.402406
6.82,1,Intro,1,6,0.166251,0.40216
6.84,1,Intro,1,6,0.17873,0.402972
6.86,1,Intro,1,6,0.17873,0.402972
6.88,1,Intro,1,6,0.226566,0.400302
6.90,1,Intro,1,6,0.239427,0.399632
6.92,1,Intro,1,6,0.239427,0.399632
6.94,1,Intro,1,6,0.249623,0.401918
6.96,1,Intro,1,6,0.252778,0.401543
6.98,1,Intro,1,6,0.252778,0.401543
7.00,1,Intro,2,6,0.258114,0.400692
7.02,1,Intro,2,6,0.265641,0.400273
7.04,1,Intro,2,6,0.265641,0.400273
7.06,1,Intro,2,6,0.277584,0.401006
7.08,1,Intro,2,6,0.279508,0.3968
7.10,1,Intro,2,6,0.279508,0.3968
7.12,1,Intro,2,6,0.278917,0.396934
7.14,1,Intro,2,6,0.280571,0.396844
7.16,1,Intro,2,6,0.280571,0.396844
7.18,1,Intro,2,6,0.283091,0.395164
7.20,1,Intro,2,6,0.286403,0.392273
7.22,1,Intro,2,6,0.286403,0.392273
7.24,1,Intro,2,6,0.337091,0.389252
7.26,1,Intro,2,6,0.335635,0.385734
7.28,1,Intro,2,6,0.335635,0.385734
7.30,1,Intro,2,6,0.340752,0.365842
7.32,1,Intro,3,6,0.343406,0.333439
7.34,1,Intro,3,6,0.343406,0.333439
7.36,1,Intro,3,6,0.346481,0.30997
7.38,1,Intro,3,6,0.350206,0.285417
7.40,1,Intro,3,6,0.350206,0.285417
7.42,1,Intro,3,6,0.351721,0.268804
7.44,1,Intro,3,6,0.354155,0.260804
7.46,1,Intro,3,6,0.354155,0.260804
7.48,1,Intro,3,6,0.355283,0.23185
7.50,1,Intro,3,6,0.356802,0.180769
7.52,1,Intro,3,6,0.356802,0.180769
7.54,1,Intro,3,6,0.357252,0.152288
7.56,1,Intro,3,6,0.353681,0.111413
